UserID,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50,J51,J52,J53,J54,J55,J56,J57,J58,J59,J60,J61,J62,J63,J64,J65,J66,J67,J68,J69,J70,J71,J72,J73,J74,J75,J76,J77,J78,J79,J80,J81,J82,J83,J84,J85,J86,J87,J88,J89,J90,J91,J92,J93,J94,J95,J96,J97,J98,J99,J100
514,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095,-1.8095
526,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558,3.1558
529,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174,0.6174
531,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419,-2.9419
540,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123,5.4123
543,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171,-1.3171
546,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893,2.4893
548,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295,-1.6295
549,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518
550,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502
554,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693,-2.4693
557,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659,-1.2659
561,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392,-3.0392
573,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213,0.8213
579,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729,-0.4729
584,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095,-3.9095
590,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265
595,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823,1.7823
613,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557,-2.8557
615,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577,7.5577
623,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581,2.0581
624,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728,1.3728
632,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546,0.0546
633,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243
635,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095
